Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Age (in years),Total - Male,Total - Female,PSUs - Male,PSUs - Female,Private - Male,Private - Female,Business owners - Male,Business owners - Female,Zero income - Male,Zero income - Female,Other kind of employment - Male,Other kind of employment- Female
HH06,27,10,District - Bhandara  (10),URBAN,30-39,8216,256,177,35,7632,157,393,16,14,48,0,0
HH06,27,10,District - Bhandara  (10),URBAN,40-49,10076,365,39,30,9023,191,992,73,22,71,0,0
HH06,27,10,District - Bhandara  (10),URBAN,50-59,7721,291,29,17,6554,102,1126,153,12,19,0,0
HH06,27,10,District - Bhandara  (10),URBAN,60-69,4430,330,13,2,3242,55,1158,263,17,10,0,0
HH06,27,10,District - Bhandara  (10),URBAN,70-79,1584,218,2,4,1096,19,480,191,6,4,0,0
HH06,27,10,District - Bhandara  (10),URBAN,80+,11,2,5,0,5,2,1,0,0,0,0,0
HH06,27,10,District - Bhandara  (10),URBAN,Age Not Stated,299,69,2,0,202,3,95,66,0,0,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,All Ages,234487,14917,4294,616,208097,4751,21398,8391,698,1159,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,Less than 20,885,377,813,348,63,20,9,7,0,2,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,20-29,19958,927,2675,126,16956,664,269,60,58,77,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,30-39,63509,2469,527,57,60340,1561,2443,381,199,470,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,40-49,65275,2746,118,44,59993,1339,4955,993,209,370,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,50-59,44739,2714,61,20,39096,663,5450,1862,132,169,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,60-69,29910,3463,52,9,23795,401,5995,2990,68,63,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,70-79,8702,1692,14,4,6711,88,1951,1592,26,8,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,80+,84,12,26,7,56,3,2,2,0,0,0,0
HH06,27,11,District - Gondiya *  (11),TOTAL,Age Not Stated,1425,517,8,1,1087,12,324,504,6,0,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,All Ages,208377,13366,3540,497,186053,4325,18127,7525,657,1019,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,Less than 20,807,357,746,328,55,20,6,7,0,2,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,20-29,18386,845,2208,89,15885,627,235,57,58,72,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,30-39,57369,2260,380,36,54643,1458,2156,344,190,422,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,40-49,57819,2450,80,22,53305,1215,4245,899,189,314,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,50-59,38946,2404,45,10,34216,573,4561,1675,124,146,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,60-69,26316,3108,38,3,21115,346,5097,2704,66,55,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,70-79,7491,1488,10,1,5866,74,1591,1405,24,8,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,80+,72,11,25,7,45,2,2,2,0,0,0,0
HH06,27,11,District - Gondiya *  (11),RURAL,Age Not Stated,1171,443,8,1,923,10,234,432,6,0,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,All Ages,26110,1551,754,119,22044,426,3271,866,41,140,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,Less than 20,78,20,67,20,8,0,3,0,0,0,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,20-29,1572,82,467,37,1071,37,34,3,0,5,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,30-39,6140,209,147,21,5697,103,287,37,9,48,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,40-49,7456,296,38,22,6688,124,710,94,20,56,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,50-59,5793,310,16,10,4880,90,889,187,8,23,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,60-69,3594,355,14,6,2680,55,898,286,2,8,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,70-79,1211,204,4,3,845,14,360,187,2,0,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,80+,12,1,1,0,11,1,0,0,0,0,0,0
HH06,27,11,District - Gondiya *  (11),URBAN,Age Not Stated,254,74,0,0,164,2,90,72,0,0,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,All Ages,197824,11912,5899,772,176135,3569,15147,6141,643,1430,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,Less than 20,776,166,694,151,78,12,3,1,1,2,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,20-29,24059,1121,3108,326,20533,500,346,123,72,172,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,30-39,61404,2523,643,121,58214,1150,2345,579,202,673,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,40-49,51865,2580,156,61,47793,1039,3751,1106,165,374,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,50-59,30186,2084,84,30,26662,465,3322,1464,118,125,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,60-69,20190,2092,49,16,16269,307,3813,1698,59,71,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,70-79,6624,979,15,5,5257,63,1333,901,19,10,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,80+,1432,93,1144,62,281,17,7,14,0,0,0,0
HH06,27,12,District - Gadchiroli  (12),TOTAL,Age Not Stated,1288,274,6,0,1048,16,227,255,7,3,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,All Ages,183670,11131,5217,678,163847,3172,13989,5944,617,1337,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,Less than 20,692,138,612,126,76,9,3,1,1,2,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,20-29,22515,1004,2619,275,19509,445,316,120,71,164,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,30-39,56817,2319,555,111,53903,1006,2159,569,200,633,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,40-49,47803,2393,144,57,44054,917,3447,1080,158,339,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,50-59,27988,1988,83,28,24722,415,3075,1427,108,118,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,60-69,18984,2007,44,16,15358,288,3528,1635,54,68,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,70-79,6227,931,15,4,4953,61,1240,856,19,10,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,80+,1427,92,1140,61,280,17,7,14,0,0,0,0
HH06,27,12,District - Gadchiroli  (12),RURAL,Age Not Stated,1217,259,5,0,992,14,214,242,6,3,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,All Ages,14154,781,682,94,12288,397,1158,197,26,93,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,Less than 20,84,28,82,25,2,3,0,0,0,0,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,20-29,1544,117,489,51,1024,55,30,3,1,8,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,30-39,4587,204,88,10,4311,144,186,10,2,40,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,40-49,4062,187,12,4,3739,122,304,26,7,35,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,50-59,2198,96,1,2,1940,50,247,37,10,7,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,60-69,1206,85,5,0,911,19,285,63,5,3,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,70-79,397,48,0,1,304,2,93,45,0,0,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,80+,5,1,4,1,1,0,0,0,0,0,0,0
HH06,27,12,District - Gadchiroli  (12),URBAN,Age Not Stated,71,15,1,0,56,2,13,13,1,0,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,All Ages,441081,20539,12074,1081,393282,6753,34512,9924,1213,2781,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,Less than 20,1638,365,1400,333,214,19,21,10,3,3,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,20-29,46358,1401,8482,348,37146,624,619,141,111,288,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,30-39,128188,3797,1563,173,121786,1863,4508,622,331,1139,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,40-49,117215,4153,263,120,108657,1981,7941,1197,354,855,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,50-59,72867,3469,131,61,65370,1103,7145,1993,221,312,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,60-69,51455,4233,100,25,41555,822,9670,3237,130,149,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,70-79,19360,2380,41,5,15412,267,3863,2082,44,26,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,80+,309,44,77,14,206,21,26,7,0,2,0,0
HH06,27,13,District - Chandrapur  (13),TOTAL,Age Not Stated,3691,697,17,2,2936,53,719,635,19,7,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,All Ages,303374,14756,6349,579,271453,4475,24616,7626,956,2076,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,Less than 20,957,226,795,208,142,9,19,8,1,1,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,20-29,31645,892,4384,172,26731,421,445,104,85,195,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,30-39,86028,2622,841,99,81916,1240,3005,423,266,860,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,40-49,76980,2803,123,62,71363,1231,5226,870,268,640,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,50-59,48697,2417,62,20,43521,711,4947,1446,167,240,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,60-69,40397,3397,56,8,32781,627,7446,2648,114,114,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,70-79,15577,1842,29,3,12525,183,2984,1637,39,19,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,80+,201,28,46,6,136,13,19,7,0,2,0,0
HH06,27,13,District - Chandrapur  (13),RURAL,Age Not Stated,2892,529,13,1,2338,40,525,483,16,5,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,All Ages,137707,5783,5725,502,121829,2278,9896,2298,257,705,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,Less than 20,681,139,605,125,72,10,2,2,2,2,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,20-29,14713,509,4098,176,10415,203,174,37,26,93,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,30-39,42160,1175,722,74,39870,623,1503,199,65,279,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,40-49,40235,1350,140,58,37294,750,2715,327,86,215,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,50-59,24170,1052,69,41,21849,392,2198,547,54,72,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,60-69,11058,836,44,17,8774,195,2224,589,16,35,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,70-79,3783,538,12,2,2887,84,879,445,5,7,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,80+,108,16,31,8,70,8,7,0,0,0,0,0
HH06,27,13,District - Chandrapur  (13),URBAN,Age Not Stated,799,168,4,1,598,13,194,152,3,2,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,All Ages,493357,23646,10974,1095,446019,7513,34874,11391,1490,3647,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,Less than 20,2229,414,1833,364,358,34,35,13,3,3,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,20-29,55611,1852,7117,332,47417,860,889,198,188,462,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,30-39,142143,4689,1106,143,135315,2279,5319,667,403,1600,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,40-49,125024,4273,265,117,116932,1833,7430,1327,397,996,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,50-59,74654,3350,162,62,68428,1020,5868,1963,196,305,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,60-69,63519,5127,135,33,53342,1029,9837,3837,205,228,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,70-79,24498,2901,81,16,19859,339,4479,2509,79,37,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,80+,634,77,239,25,364,40,29,9,2,3,0,0
HH06,27,14,District - Yavatmal  (14),TOTAL,Age Not Stated,5045,963,36,3,4004,79,988,868,17,13,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,All Ages,406776,19225,7838,626,369316,5970,28291,9520,1331,3109,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,Less than 20,1654,285,1324,245,299,29,29,9,2,2,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,20-29,47567,1423,5084,145,41532,698,775,178,176,402,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,30-39,118033,3819,748,77,112486,1820,4443,548,356,1374,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,40-49,100882,3428,167,66,94562,1429,5812,1091,341,842,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,50-59,59144,2671,117,35,54294,771,4560,1619,173,246,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,60-69,53920,4335,99,22,45485,850,8145,3268,191,195,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,70-79,20815,2415,61,11,16980,271,3701,2101,73,32,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,80+,521,65,210,22,285,32,24,8,2,3,0,0
HH06,27,14,District - Yavatmal  (14),RURAL,Age Not Stated,4240,784,28,3,3393,70,802,698,17,13,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,All Ages,86581,4421,3136,469,76703,1543,6583,1871,159,538,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,Less than 20,575,129,509,119,59,5,6,4,1,1,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,20-29,8044,429,2033,187,5885,162,114,20,12,60,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,30-39,24110,870,358,66,22829,459,876,119,47,226,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,40-49,24142,845,98,51,22370,404,1618,236,56,154,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,50-59,15510,679,45,27,14134,249,1308,344,23,59,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,60-69,9599,792,36,11,7857,179,1692,569,14,33,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,70-79,3683,486,20,5,2879,68,778,408,6,5,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,80+,113,12,29,3,79,8,5,1,0,0,0,0
HH06,27,14,District - Yavatmal  (14),URBAN,Age Not Stated,805,179,8,0,611,9,186,170,0,0,0,0
HH06,27,15,District - Nanded  (15),TOTAL,All Ages,506155,20397,11243,960,467956,7421,26078,10395,878,1621,0,0
HH06,27,15,District - Nanded  (15),TOTAL,Less than 20,4407,700,3632,616,736,56,36,24,3,4,0,0
HH06,27,15,District - Nanded  (15),TOTAL,20-29,61063,1353,6057,138,54177,832,676,220,153,163,0,0
HH06,27,15,District - Nanded  (15),TOTAL,30-39,142710,3369,653,56,137609,2023,4211,664,237,626,0,0
HH06,27,15,District - Nanded  (15),TOTAL,40-49,124240,3516,255,42,118282,1797,5512,1228,191,449,0,0
HH06,27,15,District - Nanded  (15),TOTAL,50-59,70815,2844,148,39,66656,948,3891,1674,120,183,0,0
HH06,27,15,District - Nanded  (15),TOTAL,60-69,67799,4770,159,27,59971,1193,7548,3395,121,155,0,0
HH06,27,15,District - Nanded  (15),TOTAL,70-79,26668,2664,90,8,23398,413,3138,2218,42,25,0,0
HH06,27,15,District - Nanded  (15),TOTAL,80+,1607,89,209,24,1364,45,34,16,0,4,0,0
HH06,27,15,District - Nanded  (15),TOTAL,Age Not Stated,6846,1092,40,10,5763,114,1032,956,11,12,0,0
HH06,27,15,District - Nanded  (15),RURAL,All Ages,393962,15762,8374,600,365293,5311,19521,8536,774,1315,0,0
HH06,27,15,District - Nanded  (15),RURAL,Less than 20,3510,478,2865,411,616,42,27,21,2,4,0,0
HH06,27,15,District - Nanded  (15),RURAL,20-29,49227,980,4391,51,44165,603,536,191,135,135,0,0
HH06,27,15,District - Nanded  (15),RURAL,30-39,109980,2545,434,32,106195,1460,3143,535,208,518,0,0
HH06,27,15,District - Nanded  (15),RURAL,40-49,93414,2665,174,27,89177,1264,3890,1015,173,359,0,0
HH06,27,15,District - Nanded  (15),RURAL,50-59,53093,2111,114,23,50191,632,2683,1310,105,146,0,0
HH06,27,15,District - Nanded  (15),RURAL,60-69,55608,3896,130,22,49503,890,5868,2865,107,119,0,0
HH06,27,15,District - Nanded  (15),RURAL,70-79,22033,2146,77,7,19425,305,2498,1815,33,19,0,0
HH06,27,15,District - Nanded  (15),RURAL,80+,1404,71,154,20,1222,31,28,16,0,4,0,0
HH06,27,15,District - Nanded  (15),RURAL,Age Not Stated,5693,870,35,7,4799,84,848,768,11,11,0,0
HH06,27,15,District - Nanded  (15),URBAN,All Ages,112193,4635,2869,360,102663,2110,6557,1859,104,306,0,0
HH06,27,15,District - Nanded  (15),URBAN,Less than 20,897,222,767,205,120,14,9,3,1,0,0,0
HH06,27,15,District - Nanded  (15),URBAN,20-29,11836,373,1666,87,10012,229,140,29,18,28,0,0
HH06,27,15,District - Nanded  (15),URBAN,30-39,32730,824,219,24,31414,563,1068,129,29,108,0,0
HH06,27,15,District - Nanded  (15),URBAN,40-49,30826,851,81,15,29105,533,1622,213,18,90,0,0
HH06,27,15,District - Nanded  (15),URBAN,50-59,17722,733,34,16,16465,316,1208,364,15,37,0,0
HH06,27,15,District - Nanded  (15),URBAN,60-69,12191,874,29,5,10468,303,1680,530,14,36,0,0
HH06,27,15,District - Nanded  (15),URBAN,70-79,4635,518,13,1,3973,108,640,403,9,6,0,0
HH06,27,15,District - Nanded  (15),URBAN,80+,203,18,55,4,142,14,6,0,0,0,0,0
HH06,27,15,District - Nanded  (15),URBAN,Age Not Stated,1153,222,5,3,964,30,184,188,0,1,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,All Ages,173890,6484,3000,277,161402,2314,9095,3274,393,619,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,Less than 20,1255,219,1112,199,136,12,5,7,2,1,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,20-29,18568,432,1520,35,16747,297,213,58,88,42,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,30-39,47417,1121,144,15,45916,721,1242,155,115,230,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,40-49,42215,1028,58,11,40382,556,1703,276,72,185,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,50-59,24232,798,40,4,22967,271,1179,445,46,78,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,60-69,25425,1466,47,5,22530,290,2800,1108,48,63,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,70-79,11680,978,26,4,10199,125,1438,834,17,15,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,80+,107,10,37,4,65,3,5,3,0,0,0,0
HH06,27,16,District - Hingoli *  (16),TOTAL,Age Not Stated,2991,432,16,0,2460,39,510,388,5,5,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,All Ages,148908,5490,2430,221,138639,1929,7474,2808,365,532,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,Less than 20,1045,188,927,172,113,9,4,6,1,1,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,20-29,16114,363,1222,20,14622,255,184,51,86,37,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,30-39,40339,950,100,11,39100,608,1035,133,104,198,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,40-49,35370,842,40,5,33919,448,1343,230,68,159,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,50-59,20537,678,34,3,19530,227,928,380,45,68,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,60-69,22375,1265,38,4,19993,244,2303,964,41,53,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,70-79,10353,833,21,4,9086,103,1231,714,15,12,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,80+,96,6,33,2,60,2,3,2,0,0,0,0
HH06,27,16,District - Hingoli *  (16),RURAL,Age Not Stated,2679,365,15,0,2216,33,443,328,5,4,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,All Ages,24982,994,570,56,22763,385,1621,466,28,87,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,Less than 20,210,31,185,27,23,3,1,1,1,0,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,20-29,2454,69,298,15,2125,42,29,7,2,5,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,30-39,7078,171,44,4,6816,113,207,22,11,32,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,40-49,6845,186,18,6,6463,108,360,46,4,26,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,50-59,3695,120,6,1,3437,44,251,65,1,10,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,60-69,3050,201,9,1,2537,46,497,144,7,10,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,70-79,1327,145,5,0,1113,22,207,120,2,3,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,80+,11,4,4,2,5,1,2,1,0,0,0,0
HH06,27,16,District - Hingoli *  (16),URBAN,Age Not Stated,312,67,1,0,244,6,67,60,0,1,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,All Ages,266752,11449,5083,602,246344,3865,14759,5628,566,1354,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,Less than 20,2063,435,1830,400,220,24,13,10,0,1,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,20-29,26316,638,2542,84,23427,384,261,82,86,88,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,30-39,71063,1912,297,39,68713,1095,1920,297,133,481,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,40-49,67320,2040,134,30,64240,1020,2812,573,134,417,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,50-59,38762,1549,90,18,36474,479,2108,884,90,168,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,60-69,40362,2646,93,15,35645,611,4545,1866,79,154,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,70-79,17035,1603,44,1,14579,188,2377,1377,35,37,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,80+,132,31,34,13,89,13,9,5,0,0,0,0
HH06,27,17,District - Parbhani  (17),TOTAL,Age Not Stated,3699,595,19,2,2957,51,714,534,9,8,0,0
HH06,27,17,District - Parbhani  (17),RURAL,All Ages,187784,8112,3393,367,173889,2430,10038,4376,464,939,0,0
HH06,27,17,District - Parbhani  (17),RURAL,Less than 20,1557,318,1383,296,163,13,11,9,0,0,0,0
HH06,27,17,District - Parbhani  (17),RURAL,20-29,19070,402,1584,18,17227,263,188,65,71,56,0,0
HH06,27,17,District - Parbhani  (17),RURAL,30-39,49061,1262,149,18,47566,702,1244,221,102,321,0,0
HH06,27,17,District - Parbhani  (17),RURAL,40-49,44779,1336,83,11,42926,602,1670,440,100,283,0,0
HH06,27,17,District - Parbhani  (17),RURAL,50-59,26034,1072,61,5,24606,277,1286,667,81,123,0,0
HH06,27,17,District - Parbhani  (17),RURAL,60-69,31181,2046,65,11,27737,404,3307,1507,72,124,0,0
HH06,27,17,District - Parbhani  (17),RURAL,70-79,13178,1232,30,0,11344,132,1774,1075,30,25,0,0
HH06,27,17,District - Parbhani  (17),RURAL,80+,92,19,23,6,66,9,3,4,0,0,0,0
HH06,27,17,District - Parbhani  (17),RURAL,Age Not Stated,2832,425,15,2,2254,28,555,388,8,7,0,0
HH06,27,17,District - Parbhani  (17),URBAN,All Ages,78968,3337,1690,235,72455,1435,4721,1252,102,415,0,0
HH06,27,17,District - Parbhani  (17),URBAN,Less than 20,506,117,447,104,57,11,2,1,0,1,0,0
HH06,27,17,District - Parbhani  (17),URBAN,20-29,7246,236,958,66,6200,121,73,17,15,32,0,0
HH06,27,17,District - Parbhani  (17),URBAN,30-39,22002,650,148,21,21147,393,676,76,31,160,0,0
HH06,27,17,District - Parbhani  (17),URBAN,40-49,22541,704,51,19,21314,418,1142,133,34,134,0,0
HH06,27,17,District - Parbhani  (17),URBAN,50-59,12728,477,29,13,11868,202,822,217,9,45,0,0
HH06,27,17,District - Parbhani  (17),URBAN,60-69,9181,600,28,4,7908,207,1238,359,7,30,0,0
HH06,27,17,District - Parbhani  (17),URBAN,70-79,3857,371,14,1,3235,56,603,302,5,12,0,0
HH06,27,17,District - Parbhani  (17),URBAN,80+,40,12,11,7,23,4,6,1,0,0,0,0
HH06,27,17,District - Parbhani  (17),URBAN,Age Not Stated,867,170,4,0,703,23,159,146,1,1,0,0
HH06,27,18,District - Jalna  (18),TOTAL,All Ages,290404,12865,5780,783,267516,5486,16578,5446,530,1150,0,0
HH06,27,18,District - Jalna  (18),TOTAL,Less than 20,2670,601,2226,547,419,41,23,12,2,1,0,0
HH06,27,18,District - Jalna  (18),TOTAL,20-29,30802,914,2798,90,27594,603,334,120,76,101,0,0
HH06,27,18,District - Jalna  (18),TOTAL,30-39,78603,2399,286,40,75882,1565,2295,337,140,457,0,0
HH06,27,18,District - Jalna  (18),TOTAL,40-49,70529,2323,129,42,67375,1314,2912,638,113,329,0,0
HH06,27,18,District - Jalna  (18),TOTAL,50-59,41372,1652,82,12,38929,694,2278,831,83,115,0,0
HH06,27,18,District - Jalna  (18),TOTAL,60-69,41063,2658,102,20,36174,809,4716,1722,71,107,0,0
HH06,27,18,District - Jalna  (18),TOTAL,70-79,19609,1657,55,16,16516,336,3010,1281,28,24,0,0
HH06,27,18,District - Jalna  (18),TOTAL,80+,866,47,73,9,779,25,14,13,0,0,0,0
HH06,27,18,District - Jalna  (18),TOTAL,Age Not Stated,4890,614,29,7,3848,99,996,492,17,16,0,0
HH06,27,18,District - Jalna  (18),RURAL,All Ages,239913,10514,4416,580,221254,4355,13795,4613,448,966,0,0
HH06,27,18,District - Jalna  (18),RURAL,Less than 20,2247,461,1873,426,355,25,18,9,1,1,0,0
HH06,27,18,District - Jalna  (18),RURAL,20-29,25006,680,2029,54,22623,446,290,94,64,86,0,0
HH06,27,18,District - Jalna  (18),RURAL,30-39,63603,1916,163,23,61438,1227,1886,271,116,395,0,0
HH06,27,18,District - Jalna  (18),RURAL,40-49,56581,1902,95,30,54148,1060,2242,544,96,268,0,0
HH06,27,18,District - Jalna  (18),RURAL,50-59,34105,1338,62,8,32158,544,1818,691,67,95,0,0
HH06,27,18,District - Jalna  (18),RURAL,60-69,36088,2251,82,16,31929,674,4013,1473,64,88,0,0
HH06,27,18,District - Jalna  (18),RURAL,70-79,17379,1424,46,11,14665,279,2643,1114,25,20,0,0
HH06,27,18,District - Jalna  (18),RURAL,80+,660,36,43,8,606,18,11,10,0,0,0,0
HH06,27,18,District - Jalna  (18),RURAL,Age Not Stated,4244,506,23,4,3332,82,874,407,15,13,0,0
HH06,27,18,District - Jalna  (18),URBAN,All Ages,50491,2351,1364,203,46262,1131,2783,833,82,184,0,0
HH06,27,18,District - Jalna  (18),URBAN,Less than 20,423,140,353,121,64,16,5,3,1,0,0,0
HH06,27,18,District - Jalna  (18),URBAN,20-29,5796,234,769,36,4971,157,44,26,12,15,0,0
HH06,27,18,District - Jalna  (18),URBAN,30-39,15000,483,123,17,14444,338,409,66,24,62,0,0
HH06,27,18,District - Jalna  (18),URBAN,40-49,13948,421,34,12,13227,254,670,94,17,61,0,0
HH06,27,18,District - Jalna  (18),URBAN,50-59,7267,314,20,4,6771,150,460,140,16,20,0,0
HH06,27,18,District - Jalna  (18),URBAN,60-69,4975,407,20,4,4245,135,703,249,7,19,0,0
